"Data export"
"From 2024-05-20 14:28:40.618 to 2024-05-20 14:32:09.022"
"(UTC08:00)China Standard Time"
""
""
""
""
""
""
""
"Time","Serial","Temperature","Humidity","Atmospheric pressure","Channel 1","Channel 2","Channel 3","Channel 4","Vin","Vsg","Channel 1(cal)","Channel 2(cal)","Channel 3(cal)","Channel 4(cal)","Futek","Load_Average"
2024-05-20 14:29:43.25,"SIF00000748",24.55833,59.59625,0,0.6536599,-0.6248681,0,0,0,0,0.6536599,-0.6248681,0,0,-40.2299995422363,600001.476666667
2024-05-20 14:29:44.984,"SIF00000748",24.55833,59.59625,0,0.6529503,-0.6254492,0,0,0,0,0.6529503,-0.6254492,0,0,-40.1800003051758,600007.876666667
2024-05-20 14:29:46.742,"SIF00000748",24.55833,59.59625,0,0.6529503,-0.6254492,0,0,0,0,0.6529503,-0.6254492,0,0,-40.1399993896484,600011.42
2024-05-20 14:29:48.477,"SIF00000748",24.55833,59.59625,0,0.6523328,-0.6247787,0,0,0,0,0.6523328,-0.6247787,0,0,-40.0999984741211,599999.93
2024-05-20 14:29:50.212,"SIF00000748",24.55833,59.59625,0,0.6517069,-0.6247619,0,0,0,0,0.6517069,-0.6247619,0,0,-40.060001373291,599997.233333333
2024-05-20 14:29:51.954,"SIF00000748",24.55833,59.59625,0,0.6512069,-0.6261617,0,0,0,0,0.6512069,-0.6261617,0,0,-40.0200004577637,599997.686666667
2024-05-20 14:29:53.687,"SIF00000748",24.55833,59.59625,0,0.6507291,-0.6257091,0,0,0,0,0.6507291,-0.6257091,0,0,-39.9900016784668,599995.653333333
2024-05-20 14:29:55.427,"SIF00000748",24.55833,59.59625,0,0.6502178,-0.6259549,0,0,0,0,0.6502178,-0.6259549,0,0,-39.9599990844727,599996.426666667
2024-05-20 14:29:57.162,"SIF00000748",24.55833,59.59625,0,0.6497986,-0.6262455,0,0,0,0,0.6497986,-0.6262455,0,0,-39.9300003051758,599997.82
2024-05-20 14:29:58.904,"SIF00000748",24.55833,59.59625,0,0.7084832,-0.6247871,0,0,0,0,0.7084832,-0.6247871,0,0,-48.0099983215332,599992.196666667
2024-05-20 14:30:00.655,"SIF00000748",24.55833,59.59625,0,0.7883655,-0.6252872,0,0,0,0,0.7883655,-0.6252872,0,0,-50.3800010681152,611587.366666667
2024-05-20 14:30:02.375,"SIF00000748",24.55833,59.59625,0,0.7966189,-0.6263685,0,0,0,0,0.7966189,-0.6263685,0,0,-50.3800010681152,659518.716666667
2024-05-20 14:30:04.126,"SIF00000748",24.55833,59.59625,0,0.7955963,-0.6269468,0,0,0,0,0.7955963,-0.6269468,0,0,-50.3199996948242,706975.26
2024-05-20 14:30:05.872,"SIF00000748",24.55833,59.59625,0,0.7948167,-0.6267847,0,0,0,0,0.7948167,-0.6267847,0,0,-50.2700004577637,730718.523333333
2024-05-20 14:30:07.608,"SIF00000748",24.55833,59.59625,0,0.7941602,-0.6265528,0,0,0,0,0.7941602,-0.6265528,0,0,-50.2200012207031,778223.23
2024-05-20 14:30:09.346,"SIF00000748",24.55833,59.59625,0,0.7935986,-0.6273854,0,0,0,0,0.7935986,-0.6273854,0,0,-50.189998626709,799254.146666667
2024-05-20 14:30:11.069,"SIF00000748",24.55833,59.59625,0,0.7930817,-0.6268685,0,0,0,0,0.7930817,-0.6268685,0,0,-50.1500015258789,800021.583333333
2024-05-20 14:30:12.819,"SIF00000748",24.55833,59.59625,0,0.7925537,-0.6265361,0,0,0,0,0.7925537,-0.6265361,0,0,-50.1100006103516,800010.153333333
2024-05-20 14:30:14.555,"SIF00000748",24.55833,59.59625,0,0.792115,-0.6265836,0,0,0,0,0.792115,-0.6265836,0,0,-50.0800018310547,800002.703333333
2024-05-20 14:30:16.281,"SIF00000748",24.55833,59.59625,0,0.7916791,-0.62586,0,0,0,0,0.7916791,-0.62586,0,0,-50.0499992370605,799997.67
2024-05-20 14:30:18.034,"SIF00000748",24.55833,59.59625,0,0.7912182,-0.6262316,0,0,0,0,0.7912182,-0.6262316,0,0,-50.0200004577637,799999.596666667
2024-05-20 14:30:19.767,"SIF00000748",24.55833,59.59625,0,0.7907962,-0.6256672,0,0,0,0,0.7907962,-0.6256672,0,0,-49.9900016784668,799996.553333333
2024-05-20 14:30:21.502,"SIF00000748",24.55833,59.59625,0,0.9059077,-0.6260192,0,0,0,0,0.9059077,-0.6260192,0,0,-58.2400016784668,799997.323333333
2024-05-20 14:30:23.243,"SIF00000748",24.55833,59.59625,0,0.930964,-0.6267903,0,0,0,0,0.930964,-0.6267903,0,0,-60.3300018310547,832484.973333333
2024-05-20 14:30:24.994,"SIF00000748",24.55833,59.59625,0,0.9343866,-0.6259857,0,0,0,0,0.9343866,-0.6259857,0,0,-60.310001373291,856205.163333333
2024-05-20 14:30:26.714,"SIF00000748",24.55833,59.59625,0,0.9335149,-0.6266311,0,0,0,0,0.9335149,-0.6266311,0,0,-60.25,902945.823333333
2024-05-20 14:30:28.471,"SIF00000748",24.55833,59.59625,0,0.9328248,-0.6266814,0,0,0,0,0.9328248,-0.6266814,0,0,-60.2000007629395,947915.296666667
2024-05-20 14:30:30.198,"SIF00000748",24.55833,59.59625,0,0.9322045,-0.6270474,0,0,0,0,0.9322045,-0.6270474,0,0,-60.1500015258789,986961.26
2024-05-20 14:30:31.935,"SIF00000748",24.55833,59.59625,0,0.9322045,-0.6270474,0,0,0,0,0.9322045,-0.6270474,0,0,-60.1199989318848,996257.286666667
2024-05-20 14:30:33.67,"SIF00000748",24.55833,59.59625,0,0.9316514,-0.627609,0,0,0,0,0.9316514,-0.627609,0,0,-60.0800018310547,999821.636666667
2024-05-20 14:30:35.412,"SIF00000748",24.55833,59.59625,0,0.9311233,-0.626958,0,0,0,0,0.9311233,-0.626958,0,0,-60.0400009155273,999826.58
2024-05-20 14:30:37.149,"SIF00000748",24.55833,59.59625,0,0.9306008,-0.626089,0,0,0,0,0.9306008,-0.626089,0,0,-60.0099983215332,1000242.1
2024-05-20 14:30:38.899,"SIF00000748",24.55833,59.59625,0,0.9302124,-0.6252425,0,0,0,0,0.9302124,-0.6252425,0,0,-69.620002746582,1000032.34333333
2024-05-20 14:30:40.644,"SIF00000748",24.55833,59.59625,0,1.067623,-0.6256281,0,0,0,0,1.067623,-0.6256281,0,0,-70.879997253418,999980.336666667
2024-05-20 14:30:42.378,"SIF00000748",24.55833,59.59625,0,1.080128,-0.6256029,0,0,0,0,1.080128,-0.6256029,0,0,-70.7900009155273,999972.86
2024-05-20 14:30:44.113,"SIF00000748",24.55833,59.59625,0,1.07891,-0.625642,0,0,0,0,1.07891,-0.625642,0,0,-70.7200012207031,1000071.86666667
2024-05-20 14:30:45.853,"SIF00000748",24.55833,59.59625,0,1.077991,-0.6253878,0,0,0,0,1.077991,-0.6253878,0,0,-70.6600036621094,1000065.15666667
2024-05-20 14:30:47.588,"SIF00000748",24.55833,59.59625,0,1.077198,-0.6254939,0,0,0,0,1.077198,-0.6254939,0,0,-70.6100006103516,999948.153333333
2024-05-20 14:30:49.348,"SIF00000748",24.55833,59.59625,0,1.076426,-0.6254688,0,0,0,0,1.076426,-0.6254688,0,0,-70.5599975585938,984643.58
2024-05-20 14:30:51.065,"SIF00000748",24.55833,59.59625,0,1.075759,-0.6250022,0,0,0,0,1.075759,-0.6250022,0,0,-70.5100021362305,935728.19
2024-05-20 14:30:52.816,"SIF00000748",24.55833,59.59625,0,1.075091,-0.6257873,0,0,0,0,1.075091,-0.6257873,0,0,-70.4599990844727,911867.306666667
2024-05-20 14:30:54.558,"SIF00000748",24.55833,59.59625,0,1.074462,-0.6274944,0,0,0,0,1.074462,-0.6274944,0,0,-70.4199981689453,863970.573333333
2024-05-20 14:30:56.293,"SIF00000748",24.55833,59.59625,0,1.073839,-0.6272234,0,0,0,0,1.073839,-0.6272234,0,0,-70.379997253418,816703.323333333
2024-05-20 14:30:58.027,"SIF00000748",24.55833,59.59625,0,1.073258,-0.6262874,0,0,0,0,1.073258,-0.6262874,0,0,-70.3300018310547,799843.72
2024-05-20 14:30:59.77,"SIF00000748",24.55833,59.59625,0,1.072587,-0.6263461,0,0,0,0,1.072587,-0.6263461,0,0,-70.2900009155273,799614.99
2024-05-20 14:31:01.521,"SIF00000748",24.55833,59.59625,0,1.072001,-0.6255219,0,0,0,0,1.072001,-0.6255219,0,0,-70.2399978637695,799987.113333333
2024-05-20 14:31:03.26,"SIF00000748",24.55833,59.59625,0,1.071358,-0.6258125,0,0,0,0,1.071358,-0.6258125,0,0,-70.1999969482422,799992.23
2024-05-20 14:31:04.998,"SIF00000748",24.55833,59.59625,0,1.189079,-0.6264914,0,0,0,0,1.189079,-0.6264914,0,0,-79.9000015258789,799933.606666667
2024-05-20 14:31:06.733,"SIF00000748",24.55833,59.59625,0,1.211895,-0.6265361,0,0,0,0,1.211895,-0.6265361,0,0,-80.4400024414063,800002.006666667
2024-05-20 14:31:08.468,"SIF00000748",24.55833,59.59625,0,1.210534,-0.6265054,0,0,0,0,1.210534,-0.6265054,0,0,-80.3499984741211,799975.463333333
2024-05-20 14:31:10.202,"SIF00000748",24.55833,59.59625,0,1.209601,-0.6260164,0,0,0,0,1.209601,-0.6260164,0,0,-80.2799987792969,799994.333333333
2024-05-20 14:31:11.936,"SIF00000748",24.55833,59.59625,0,1.208757,-0.6255666,0,0,0,0,1.208757,-0.6255666,0,0,-80.2300033569336,788511.393333333
2024-05-20 14:31:13.678,"SIF00000748",24.55833,59.59625,0,1.208011,-0.625019,0,0,0,0,1.208011,-0.625019,0,0,-80.1699981689453,740558.013333333
2024-05-20 14:31:15.417,"SIF00000748",24.55833,59.59625,0,1.207338,-0.6251056,0,0,0,0,1.207338,-0.6251056,0,0,-80.120002746582,693122.153333333
2024-05-20 14:31:17.161,"SIF00000748",24.55833,59.59625,0,1.207338,-0.6251056,0,0,0,0,1.207338,-0.6251056,0,0,-80.0800018310547,645691.276666667
2024-05-20 14:31:18.895,"SIF00000748",24.55833,59.59625,0,1.206622,-0.6252956,0,0,0,0,1.206622,-0.6252956,0,0,-80.0299987792969,621982.153333333
2024-05-20 14:31:20.636,"SIF00000748",24.55833,59.59625,0,1.206019,-0.6255079,0,0,0,0,1.206019,-0.6255079,0,0,-79.9800033569336,600391.03
2024-05-20 14:31:22.371,"SIF00000748",24.55833,59.59625,0,1.205376,-0.6257231,0,0,0,0,1.205376,-0.6257231,0,0,-79.9400024414063,599850.03
2024-05-20 14:31:24.12,"SIF00000748",24.55833,59.59625,0,1.204753,-0.6259102,0,0,0,0,1.204753,-0.6259102,0,0,-79.9000015258789,600032.806666667
2024-05-20 14:31:25.854,"SIF00000748",24.55833,59.59625,0,1.204102,-0.6268657,0,0,0,0,1.204102,-0.6268657,0,0,-79.9300003051758,599995.133333333
2024-05-20 14:31:27.613,"SIF00000748",24.55833,59.59625,0,1.272222,-0.6269217,0,0,0,0,1.272222,-0.6269217,0,0,-87.8000030517578,599954.486666667
2024-05-20 14:31:29.349,"SIF00000748",24.55833,59.59625,0,1.342325,-0.6258208,0,0,0,0,1.342325,-0.6258208,0,0,-90.6999969482422,600004.15
2024-05-20 14:31:31.079,"SIF00000748",24.55833,59.59625,0,1.350934,-0.6258348,0,0,0,0,1.350934,-0.6258348,0,0,-90.5699996948242,599983.18
2024-05-20 14:31:32.822,"SIF00000748",24.55833,59.59625,0,1.349377,-0.6264104,0,0,0,0,1.349377,-0.6264104,0,0,-90.4700012207031,599991.826666667
2024-05-20 14:31:34.55,"SIF00000748",24.55833,59.59625,0,1.348042,-0.6270195,0,0,0,0,1.348042,-0.6270195,0,0,-90.3899993896484,599993.803333333
2024-05-20 14:31:36.302,"SIF00000748",24.55833,59.59625,0,1.346774,-0.6251698,0,0,0,0,1.346774,-0.6251698,0,0,-90.3000030517578,599995.296666667
2024-05-20 14:31:38.052,"SIF00000748",24.55833,59.59625,0,1.345455,-0.6255163,0,0,0,0,1.345455,-0.6255163,0,0,-90.1999969482422,599989.273333333
2024-05-20 14:31:39.799,"SIF00000748",24.55833,59.59625,0,1.344178,-0.6260611,0,0,0,0,1.344178,-0.6260611,0,0,-90.1100006103516,599972.616666667
2024-05-20 14:31:41.519,"SIF00000748",24.55833,59.59625,0,1.342845,-0.6266059,0,0,0,0,1.342845,-0.6266059,0,0,-90.0100021362305,588143.6
2024-05-20 14:31:43.254,"SIF00000748",24.55833,59.59625,0,1.34116,-0.6264383,0,0,0,0,1.34116,-0.6264383,0,0,-89.870002746582,540369.73
2024-05-20 14:31:45.011,"SIF00000748",24.55833,59.59625,0,1.338942,-0.6269552,0,0,0,0,1.338942,-0.6269552,0,0,-89.7099990844727,493060.176666667
2024-05-20 14:31:46.745,"SIF00000748",24.55833,59.59625,0,1.336738,-0.6269412,0,0,0,0,1.336738,-0.6269412,0,0,-89.5699996948242,469421.746666667
2024-05-20 14:31:48.479,"SIF00000748",24.55833,59.59625,0,1.334891,-0.6255107,0,0,0,0,1.334891,-0.6255107,0,0,-89.4400024414063,422188.96
2024-05-20 14:31:50.22,"SIF00000748",24.55833,59.59625,0,1.333117,-0.6245719,0,0,0,0,1.333117,-0.6245719,0,0,-89.3099975585938,400520.33
2024-05-20 14:31:51.956,"SIF00000748",24.55833,59.59625,0,1.335813,-0.6259968,0,0,0,0,1.335813,-0.6259968,0,0,-89.5500030517578,399592.41
2024-05-20 14:31:53.696,"SIF00000748",24.55833,59.59625,0,1.488268,-0.6271591,0,0,0,0,1.488268,-0.6271591,0,0,-100.699996948242,400002.51
2024-05-20 14:31:55.454,"SIF00000748",24.55833,59.59625,0,1.486039,-0.6266171,0,0,0,0,1.486039,-0.6266171,0,0,-100.5,399975.896666667
2024-05-20 14:31:57.174,"SIF00000748",24.55833,59.59625,0,1.484645,-0.6268574,0,0,0,0,1.484645,-0.6268574,0,0,-100.5,399981.616666667
2024-05-20 14:31:58.928,"SIF00000748",24.55833,59.59625,0,1.483457,-0.6263461,0,0,0,0,1.483457,-0.6263461,0,0,-100.400001525879,399997.923333333
2024-05-20 14:32:00.664,"SIF00000748",24.55833,59.59625,0,1.482298,-0.6266897,0,0,0,0,1.482298,-0.6266897,0,0,-100.300003051758,399989.736666667
2024-05-20 14:32:02.405,"SIF00000748",24.55833,59.59625,0,1.482298,-0.6266897,0,0,0,0,1.482298,-0.6266897,0,0,-100.199996948242,399993.7
2024-05-20 14:32:04.156,"SIF00000748",24.55833,59.59625,0,1.481247,-0.6272066,0,0,0,0,1.481247,-0.6272066,0,0,-100.099998474121,399993.806666667
2024-05-20 14:32:05.876,"SIF00000748",24.55833,59.59625,0,1.480185,-0.6263936,0,0,0,0,1.480185,-0.6263936,0,0,-100.099998474121,399995.523333333
2024-05-20 14:32:07.619,"SIF00000748",24.55833,59.59625,0,1.479152,-0.6272625,0,0,0,0,1.479152,-0.6272625,0,0,-100,391166.406666667
2024-05-20 14:28:41.172,"SIF00000754",25.86945,56.02264,0,0.04355516,-0.4341491,0,0,0,0,0.04355516,-0.4341491,0,0,-0.800000011920929,7797.93326666667
2024-05-20 14:28:42.923,"SIF00000754",25.86945,56.02264,0,0.0435384,-0.4343502,0,0,0,0,0.0435384,-0.4343502,0,0,-0.800000011920929,31321.667
2024-05-20 14:28:44.664,"SIF00000754",25.86945,56.02264,0,0.06357394,-0.4341463,0,0,0,0,0.06357394,-0.4341463,0,0,-1.7389999628067,80823.893
2024-05-20 14:28:46.414,"SIF00000754",25.86945,56.02264,0,0.06357394,-0.4341463,0,0,0,0,0.06357394,-0.4341463,0,0,-8.82800006866455,128472.006666667
2024-05-20 14:28:48.136,"SIF00000754",25.86945,56.02264,0,0.1567779,-0.4326822,0,0,0,0,0.1567779,-0.4326822,0,0,-9.67300033569336,176103.586666667
2024-05-20 14:28:49.876,"SIF00000754",25.86945,56.02264,0,0.1689484,-0.4334701,0,0,0,0,0.1689484,-0.4334701,0,0,-10.1599998474121,194085.89
2024-05-20 14:28:51.613,"SIF00000754",25.86945,56.02264,0,0.1746425,-0.4330035,0,0,0,0,0.1746425,-0.4330035,0,0,-10.1199998855591,200185.336666667
2024-05-20 14:28:53.347,"SIF00000754",25.86945,56.02264,0,0.174148,-0.4330762,0,0,0,0,0.174148,-0.4330762,0,0,-10.0900001525879,200041.276666667
2024-05-20 14:28:55.087,"SIF00000754",25.86945,56.02264,0,0.1738463,-0.4336573,0,0,0,0,0.1738463,-0.4336573,0,0,-10.0699996948242,200005.853333333
2024-05-20 14:28:56.823,"SIF00000754",25.86945,56.02264,0,0.1735557,-0.4338976,0,0,0,0,0.1735557,-0.4338976,0,0,-10.0500001907349,200002.783333333
2024-05-20 14:28:58.558,"SIF00000754",25.86945,56.02264,0,0.1733098,-0.4342971,0,0,0,0,0.1733098,-0.4342971,0,0,-10.039999961853,199999.893333333
2024-05-20 14:29:00.284,"SIF00000754",25.86945,56.02264,0,0.1731114,-0.4347861,0,0,0,0,0.1731114,-0.4347861,0,0,-10.0200004577637,199998.93
2024-05-20 14:29:02.033,"SIF00000754",25.86945,56.02264,0,0.1728935,-0.4354036,0,0,0,0,0.1728935,-0.4354036,0,0,-10.0100002288818,199997.326666667
2024-05-20 14:29:03.767,"SIF00000754",25.86945,56.02264,0,0.1727398,-0.4360294,0,0,0,0,0.1727398,-0.4360294,0,0,-12.1800003051758,199999.04
2024-05-20 14:29:05.503,"SIF00000754",25.86945,56.02264,0,0.2583107,-0.4353644,0,0,0,0,0.2583107,-0.4353644,0,0,-17.8899993896484,200110.766666667
2024-05-20 14:29:07.237,"SIF00000754",25.86945,56.02264,0,0.2989489,-0.4354063,0,0,0,0,0.2989489,-0.4354063,0,0,-19.3099994659424,238370.25
2024-05-20 14:29:08.977,"SIF00000754",25.86945,56.02264,0,0.3126394,-0.4353197,0,0,0,0,0.3126394,-0.4353197,0,0,-20.0499992370605,262060.676666667
2024-05-20 14:29:10.735,"SIF00000754",25.86945,56.02264,0,0.316537,-0.4348308,0,0,0,0,0.316537,-0.4348308,0,0,-20.0499992370605,309453.69
2024-05-20 14:29:12.454,"SIF00000754",25.86945,56.02264,0,0.3159894,-0.4355069,0,0,0,0,0.3159894,-0.4355069,0,0,-20.0100002288818,356950.356666667
2024-05-20 14:29:14.183,"SIF00000754",25.86945,56.02264,0,0.31552,-0.43613,0,0,0,0,0.31552,-0.43613,0,0,-19.9799995422363,396059.523333333
2024-05-20 14:29:15.919,"SIF00000754",25.86945,56.02264,0,0.3151652,-0.4365686,0,0,0,0,0.3151652,-0.4365686,0,0,-19.9500007629395,399808.416666667
2024-05-20 14:29:17.668,"SIF00000754",25.86945,56.02264,0,0.4128087,-0.4366525,0,0,0,0,0.4128087,-0.4366525,0,0,-26.8400001525879,400055.536666667
2024-05-20 14:29:19.395,"SIF00000754",25.86945,56.02264,0,0.4349984,-0.4370101,0,0,0,0,0.4349984,-0.4370101,0,0,-28.4899997711182,400002.783333333
2024-05-20 14:29:21.131,"SIF00000754",25.86945,56.02264,0,0.4534079,-0.4369877,0,0,0,0,0.4534079,-0.4369877,0,0,-29.9200000762939,400001.56
2024-05-20 14:29:22.869,"SIF00000754",25.86945,56.02264,0,0.4610745,-0.4361132,0,0,0,0,0.4610745,-0.4361132,0,0,-30.2800006866455,400000.67
2024-05-20 14:29:24.607,"SIF00000754",25.86945,56.02264,0,0.4602978,-0.4359009,0,0,0,0,0.4602978,-0.4359009,0,0,-30.2299995422363,399980.626666667
2024-05-20 14:29:26.342,"SIF00000754",25.86945,56.02264,0,0.4597111,-0.4365798,0,0,0,0,0.4597111,-0.4365798,0,0,-30.1900005340576,400016.863333333
2024-05-20 14:29:28.075,"SIF00000754",25.86945,56.02264,0,0.4591635,-0.4372923,0,0,0,0,0.4591635,-0.4372923,0,0,-30.1499996185303,399998.31
2024-05-20 14:29:29.804,"SIF00000754",25.86945,56.02264,0,0.4586913,-0.4381863,0,0,0,0,0.4586913,-0.4381863,0,0,-30.1100006103516,399996.696666667
2024-05-20 14:29:31.539,"SIF00000754",25.86945,56.02264,0,0.4586913,-0.4381863,0,0,0,0,0.4586913,-0.4381863,0,0,-30.0799999237061,410319.736666667
2024-05-20 14:29:33.28,"SIF00000754",25.86945,56.02264,0,0.4582778,-0.4385887,0,0,0,0,0.4582778,-0.4385887,0,0,-30.0499992370605,458018.536666667
2024-05-20 14:29:35.017,"SIF00000754",25.86945,56.02264,0,0.4578503,-0.4387088,0,0,0,0,0.4578503,-0.4387088,0,0,-30.0200004577637,505448.29
2024-05-20 14:29:36.752,"SIF00000754",25.86945,56.02264,0,0.4574675,-0.43815,0,0,0,0,0.4574675,-0.43815,0,0,-30,529167.316666667
2024-05-20 14:29:38.494,"SIF00000754",25.86945,56.02264,0,0.4581101,-0.4388988,0,0,0,0,0.4581101,-0.4388988,0,0,-39.4000015258789,576667.656666667
2024-05-20 14:29:40.229,"SIF00000754",25.86945,56.02264,0,0.5886192,-0.438326,0,0,0,0,0.5886192,-0.438326,0,0,-40.0099983215332,599184.83
2024-05-20 14:29:41.963,"SIF00000754",25.86945,56.02264,0,0.5977359,-0.4392872,0,0,0,0,0.5977359,-0.4392872,0,0,-40.2799987792969,600080.313333333
